,ID,norm,flipped-norm
1730,3H8DHMCCWA95FZ9TP2F15I3VXO5KDV1,It is important to have a job.,It is ok to have a job.
13356,3BGYGHDBBYINV97N37PG93QXKO422B1,It's bad to get your friend in trouble.,It's good to not get your friend in trouble.
4421,3KGTPGBS6YJWFLGPMRZMFMLP2QR2UI1,You shouldn't steal someone's medication.,It's good to steal someone's medication.
2716,31LM9EDVOMQJQRUOWBTS08FCW7WNJE1,It's wrong to look down on obese people.,It's good to look down on obese people.
9706,3A9AA95ATXKBMDRGNO2Q3N12DLU5PX1,You shouldn't judge other people on the way they look,It is ok to judge other people on the way they look
14508,3NXNZ5RS1BV5HUPSUSLQFHFJ1SD9731,You shouldn't irritate your parents.,It's good to irritate your parents.
3454,3IJXV6UZ1YH8AE2A70P9XR5MKDCRIM1,You shouldn't use a bat to destroy someone's car.,It is good to use a bat and destroy someone's car.
14735,3G5W44VEU8G8RJJKRSG9B36SAHHKG31,It is kind to give people compliments.,It's wrong to give people compliments.
10412,3QAVNHZ3EN2I1YOZQS00UH841U8ALZ1,It's wrong to cheat off other people's work.,It's normal to cheat off other people's work.
5329,34Z02EIMITBAJYYM7Z5YR268LJ70TL1,It is unprofessional to make coworker's uncomfortable in the workplace.,It's acceptable to be making coworker's uncomfortable in the workplace.
916,3X1FV8S5JYPM7UDWQWUGDCH9ROWGVC1,Being a ball hog during a game is selfish.,It's OK to be a ball hog during a game.
5656,3DL65MZB8EDSO7B5TK9NNH88TUIECX1,It is good to try to warn people.,It's ok to warn people.
6399,3DQQ64TANHJ5ZW60JPPZTNEFY9KWPA1,It's good to avoid hurting someone's feelings.,It is okay to avoid hurting someone's feelings.
1824,3CN4LGXD5YMNZ8FH06FZBMO0IRSY401,It's not expected that you'll be abusive toward your parent.,It's okay to be abusive toward your parent.
18993,30LB5CDZND865A7LDRUGDQ7P885Z001,It is wrong to overeat.,It is okay to overeat.
14386,3D8YOU6S9FIKXMZQ9TBP5Z21JVC6UN1,You shouldn't feel embarrassed about your friends.,It's okay to feel embarrassed about your friends.
16767,3BWI6RSP7H7MCQG9231C7VGUSKA7EI1,You shouldn't hit people with mental or physical disabilities.,It's good to hit people with mental or physical disabilities.
21300,3S06PH7KSS239YN7HS9J037WNNW1D91,If someone tells a joke it's polite to laugh.,"If someone tells a joke, it's okay to laugh."
6696,3W92K5RLWVFORXOC90BP9FQK1WLV5A1,It's frowned upon to be overly dramatic.,It is good to be overly dramatic.
14294,3LOZAJ85YEBOWPAKRWA9ZTKTVXMX2W1,It's good to be punctual.,It's OK to be punctual.
17045,35GMH2SV3FFTXW88JPIEIH2PG6BOE81,You shouldn't ruin your partner's important events.,It's responsible to ruin your partner's important events.
11790,3EO896NRAXTHL4Z8T7F497L4M77TJB1,It is rude to make food that excludes certain people.,It is okay to make food that excludes certain people.
483,3FQ5JJ512MME1B06EWT41NFPCFWKND1,You should never call someone names in public.,It is acceptable to call someone names in public
3902,3RANCT1ZVGFQ3YGL5KSXGFOTXPPBU11,It's kind to give advice to a friend.,It is okay to give advice to a friend.
6394,3OLF68YTNAZW16E34HX2Z43K39OFAM1,It's good to make sure you don't upset your partner.,It's not okay to not make sure you don't upset your partner.
13909,39N5ACM9HFLUN0TSQEF7F36419G9PH1,It's good to be there for your kids.,It's OK to be there for your kids.
20896,3OVHNO1VE7Z04U8FP3IBSXR80SYZD11,It's mean to throw things at your siblings.,It is good to throw things at your siblings.
17550,35BLDD71I7VMYB81GOI5YJXF05ZZV91,It is rude to be impatient with a disabled person.,It's good to be impatient with a disabled person.
9444,3EJJQNKU9S38EJRQ1I7OXF47L5WRH31,It's good to pay for your financial obligations.,It is okay to pay for your financial obligations
5585,3OB0CAO74INHBK3CFDZI5BX4OYWHYS1,You shouldn't track sand into the house.,It's okay to track sand into the house.
16149,3VBEN272MLX6F2WSW1PB2PX2Q2SGSV1,You shouldn't get so angry when commuting.,It's okay to get so angry when commuting.
12780,3PS7W85Z800SFSMZ7VORKD71O0XT9C1,It's wrong to be intimate with family.,It's good to be intimate with family.
2448,33OOO72IVIJUDQT2JFYIM389WYLTC61,It is disrespectful to misbehave at a funeral wake.,It's ok to misbehave at a funeral wake.
3954,336KAV9KYRQDWU0UWSWBI7R2XSX2Y21,You shouldn't give excuses to people about beating women.,It's okay to give excuses to people about beating women.
19290,39KFRKBFIOTR31PZJQU8PKU50L4OYJ1,It's rude to tell someone you don't like them.,It's good to tell someone you don't like them.
17491,3NL0RFNU0GLSF3Q0WRE82E9PK1EK401,It is wrong to hurt a friend.,It's okay to hurt a friend.
12723,3GU1KF0O4JZDBT8POYT3691UNVHPBB1,It's nice to take people  along on your traveling plans.,It's okay to take people along on your traveling plans.
9667,3GA6AFUKOPMGVH6OQS6SFH1RFLMH3J1,It's wrong to approach people when they are busy.,It's good to approach people when they are busy
12033,3BF51CHDTW8KEP7R75O9DJ3KCL10HU1,It is bad to want to be away from family.,It's good to want to be away from family.
21702,3MRNMEIQW64GZ5RBA2R2KIGAMZFLDQ1,You should cover your mouth when you sneeze.,It's wrong to cover your mouth when you sneeze.
16742,3HL8HNGX46ZIWN4YCBJ239S0YGS9F21,You shouldn't skateboard somewhere dangerous.,It's okay to skateboard somewhere dangerous.
22859,3TY7ZAOG5GIBGF8ZDQR6QBJC42D0K61,It is kind to include everyone when giving out gifts.,You shouldn't include everyone when giving out gifts.
10942,3WS1NTTKEZA00TGLCF09AYR7VUIF0G1,It's kind to make sure your pet is comfortable.,It's okay to make sure your pet is comfortable.
484,3FQ5JJ512MME1B06EWT41NFPCFWKND1,You should never call someone names in public.,You should call someone names in public.
20342,3Q5C1WP23NZ85L8E2MR02RJ4CYQ51J1,You're encouraged to tell people the truth.,It's okay to tell people the truth.
6897,37FMASSAYDPLU7LLB33JXC0I155BIG1,It's wrong to cheat as a student.,It's good to cheat as a student.
22765,3VJ40NV2QJLVMFQ59K79H32QKIUOTZ1,It is wrong to throw things at a cat.,It's good to throw things at a cat.
2732,3RSDURM96BK5RACAPCRCK80RW5TEY81,It's wrong to reject people based on their weight.,It's good to reject people based on their weight.
5121,3MH9DQ757XAMUFOWL6KBHQFQB6BGUN1,It's rude to back out of a trip last minute.,It's important to back out of a trip last minute.
7210,3MRNMEIQW64GZ5RBA2R2KIGANQ4LDY1,You shouldn't lie when texting someone.,It is OK to lie when texting someone.
4885,3AAJC4I4FHQD7G87ZZ4MVVML52MJZ61,You shouldn't become an alcoholic.,It's okay to become an alcoholic.
23229,3V26SBZTBEC37VDBHL78JPABO56ZZO1,It's smart to end relationships that are not healthy.,It's okay to end relationships that are not healthy.
14226,3LRLIPTPER77HS6H5SOZFHVPBB7AKX1,It's good to do the right thing.,It's okay to do the right thing.
5805,34X6J5FLPUW4TO7GC3L942AH0Z1QJJ1,It's wrong to poison living creatures,It's good to poison living creatures
4154,3XIQGXAUMD6VIQ7QX8R4VK117MJX761,You should apologize to someone you hurt physically.,You shouldn't apologize to someone you hurt physically.
5430,3GD6L00D3TV6DSTKUL8MJTUQWYMM141,It's bad to show up late to your appointments,It's OK to show up late to your appointments.
14395,3OSWBBLG1FVBZZ80OLUQVCBXSV5DXT1,You shouldn't expect someone to work when they're not scheduled.,It's nice to expect someone to work when they're not scheduled
1049,3R9WASFE20EX2EMBG9D1GXUTD0TFZY1,It's good to keep your house safe.,It's rude to keep your house safe.
19104,3QIYRE09Y4FCVAEK6MNMW8JQ2U9N1V1,It's bad to be a glutton.,It's ok to be a glutton.
5327,3FE2ERCCZY6XUNXYS3YPCT1TUDXOPD1,It's inappropriate to go through your spouse's emails.,It's okay to go through your spouse's emails.
6694,3SB4CE2TJWTD1S5O4B3O5B3R9GCXAT1,Yelling is frowned upon.,Yelling is a yell and should be avoided.
17762,3K5TEWLKGW903LJRGKUJYOUP5G0IVB1,Refusing to forgive is not cool in a relationship.,Refusing to forgive is okay.
21577,3E4GGUZ1T9PICPBDSDVK9ZCRZPNK2C1,You should not spend more than you make.,It's good not to spend more than you make.
22362,3QY5DC2MXSIGGFS1AMETZ5FECNJFUP1,It's good to help out people in the military.,It's okay to help out people in the military.
